RANK,WORD,PART OF SPEECH,FREQUENCY,DISPERSION
349,   such,i,119125,0.92
3651,   suck,v,8204,0.91
2890,   sudden,j,11370,0.92
4930,   sudden,r,5211,0.91
958,   suddenly,r,43382,0.9
3163,   sue,v,9797,0.94
1103,   suffer,v,34675,0.97
3970,   suffering,n,6955,0.94
3123,   sufficient,j,10275,0.91
1600,   sugar,n,24310,0.9
431,   suggest,v,92643,0.93
2530,   suggestion,n,13145,0.95
2294,   suicide,n,15145,0.94
1418,   suit,n,27066,0.95
3197,   suit,v,9477,0.95
4811,   suitable,j,5291,0.93
4780,   suite,n,5321,0.93
3878,   sum,n,7217,0.94
4971,   summary,n,5304,0.89
619,   summer,n,62503,0.96
3264,   summit,n,9628,0.91
1239,   sun,n,32646,0.92
3928,   sunlight,n,7349,0.91
4921,   sunny,j,5117,0.93
2674,   super,j,12586,0.92
3441,   superior,j,8632,0.94
4737,   supermarket,n,5389,0.94
3623,   supervisor,n,8049,0.93
4398,   supplier,n,6038,0.93
1503,   supply,n,24920,0.96
2496,   supply,v,13399,0.95
525,   support,v,76544,0.94
583,   support,n,69431,0.93
2459,   supporter,n,13970,0.93
4569,   supportive,j,5662,0.94
2180,   suppose,v,16562,0.91
1248,   supposed,j,31005,0.95
4601,   supposedly,r,5451,0.97
1627,   Supreme,j,23904,0.9
348,   sure,j,116186,0.94
2322,   sure,r,14854,0.94
2434,   surely,r,13904,0.95
1017,   surface,n,39367,0.94
3444,   surgeon,n,8519,0.95
1807,   surgery,n,20118,0.95
1632,   surprise,n,22275,0.96
3086,   surprise,v,10023,0.95
1934,   surprised,j,18822,0.94
2809,   surprising,j,11327,0.96
3398,   surprisingly,r,8704,0.95
1608,   surround,v,22391,0.97
4447,   surrounding,j,5826,0.95
4881,   surveillance,n,5132,0.94
1247,   survey,n,32784,0.9
3738,   survey,v,7556,0.95
2679,   survival,n,12335,0.94
1349,   survive,v,27682,0.98
3036,   survivor,n,10317,0.94
2118,   suspect,v,16194,0.97
3122,   suspect,n,10204,0.91
3812,   suspend,v,7228,0.96
3800,   suspicion,n,7187,0.97
4659,   suspicious,j,5412,0.96
3011,   sustain,v,10550,0.93
4955,   sustainable,j,5339,0.89
3569,   swallow,v,8583,0.9
3357,   swear,v,9181,0.92
3734,   sweat,n,8036,0.89
4841,   sweater,n,5392,0.9
2663,   sweep,v,12431,0.94
1576,   sweet,j,23843,0.94
4923,   swell,v,5125,0.93
2871,   swim,v,11342,0.93
4492,   swimming,n,5735,0.95
2477,   swing,v,14317,0.9
3302,   swing,n,9214,0.94
2626,   switch,v,12508,0.95
4021,   switch,n,6781,0.95
4148,   sword,n,7029,0.88
2361,   symbol,n,14596,0.94
4199,   symbolic,j,6755,0.89
4312,   sympathy,n,6044,0.95
2269,   symptom,n,15886,0.91
4322,   syndrome,n,6157,0.93
191,   system,n,200175,0.94
540,   table,n,75228,0.93
2413,   tablespoon,n,15804,0.85
4136,   tackle,v,6644,0.93
3316,   tactic,n,8993,0.96
4490,   tag,n,5735,0.95
3010,   tail,n,10663,0.92
63,   take,v,670745,0.97
2260,   tale,n,15004,0.97
2047,   talent,n,17474,0.95
4119,   talented,j,6584,0.95
168,   talk,v,229429,0.92
920,   talk,n,43267,0.94
1533,   tall,j,25304,0.92
1888,   tank,n,19158,0.95
2866,   tap,v,11279,0.94
1499,   tape,n,25730,0.93
1288,   target,n,29866,0.96
2916,   target,v,10960,0.95
1051,   task,n,39209,0.91
2048,   taste,n,17409,0.96
2696,   taste,v,12397,0.93
510,   tax,n,80713,0.92
3147,   taxpayer,n,10113,0.91
2183,   tea,n,16373,0.92
546,   teach,v,72668,0.95
372,   teacher,n,116100,0.88
1647,   teaching,n,24387,0.87
308,   team,n,131489,0.92
4281,   teammate,n,6572,0.89
1919,   tear,n,19819,0.9
2248,   tear,v,15575,0.93
2454,   teaspoon,n,15767,0.83
2081,   technical,j,17594,0.92
4883,   technician,n,5048,0.95
1342,   technique,n,29828,0.91
3808,   technological,j,7780,0.9
586,   technology,n,69565,0.93
2643,   teen,n,12663,0.94
3905,   teenage,j,7030,0.95
2462,   teenager,n,13615,0.95
1879,   telephone,n,19311,0.95
2779,   telescope,n,12754,0.86
795,   television,n,49673,0.95
103,   tell,v,388155,0.94
1631,   temperature,n,23111,0.93
3648,   temple,n,7949,0.94
3175,   temporary,j,9465,0.96
841,   ten,m,46827,0.95
1043,   tend,v,38295,0.94
3068,   tendency,n,10642,0.9
4036,   tender,j,7013,0.92
3107,   tennis,n,9985,0.94
2206,   tension,n,15614,0.95
3095,   tent,n,10110,0.94
627,   term,n,62962,0.94
1292,   terms,i,30996,0.92
4543,   terrain,n,5873,0.91
1958,   terrible,j,18659,0.93
4928,   terribly,r,5096,0.93
4275,   terrific,j,6356,0.92
2198,   territory,n,15831,0.94
2756,   terror,n,12342,0.9
2621,   terrorism,n,13806,0.87
2862,   terrorist,n,12169,0.87
3203,   terrorist,j,10390,0.87
576,   test,n,69870,0.94
1033,   test,v,38644,0.95
2816,   testify,v,11843,0.91
2683,   testimony,n,12679,0.91
2524,   testing,n,13725,0.92
1296,   text,n,32316,0.88
4523,   textbook,n,5968,0.9
4462,   texture,n,5994,0.92
73,   than,c,579757,0.97
712,   than,i,55719,0.94
498,   thank,v,88574,0.86
1671,   thanks,n,23061,0.9
4513,   Thanksgiving,n,5859,0.92
12,   that,c,3430996,0.97
27,   that,d,1712406,0.94
903,   that,r,43359,0.96
1,   the,a,22038615,0.98
1549,   theater,n,24447,0.93
36,   their,a,1083029,0.97
59,   them,p,677870,0.97
1665,   theme,n,22494,0.93
450,   themselves,p,85256,0.97
77,   then,r,543977,0.95
4784,   theological,j,5684,0.87
3872,   theology,n,7866,0.86
3820,   theoretical,j,8320,0.83
921,   theory,n,45553,0.9
2161,   therapy,n,16351,0.93
53,   there,e,784528,0.96
116,   there,r,333433,0.93
3925,   thereby,r,7588,0.88
1165,   therefore,r,35842,0.89
82,   these,d,513864,0.95
21,   they,p,1865580,0.96
1734,   thick,j,21932,0.92
4249,   thigh,n,6576,0.9
1630,   thin,j,23194,0.92
97,   thing,n,400724,0.94
56,   think,v,772787,0.91
1707,   thinking,n,21663,0.94
585,   third,m,67037,0.97
2856,   thirty,m,11637,0.92
20,   this,d,1885366,0.96
4665,   this,r,5517,0.94
4176,   thoroughly,r,6384,0.96
102,   those,d,378007,0.97
246,   though,c,152182,0.97
2757,   though,r,12073,0.92
761,   thought,n,51509,0.95
651,   thousand,m,58307,0.97
4767,   thread,n,5340,0.93
1070,   threat,n,37022,0.95
1401,   threaten,v,26587,0.97
135,   three,m,266744,0.98
4777,   threshold,n,5490,0.91
4681,   thrive,v,5472,0.94
2475,   throat,n,14681,0.88
112,   through,i,340921,0.98
1216,   through,r,31838,0.96
986,   throughout,i,40170,0.95
678,   throw,v,57784,0.95
3785,   thumb,n,7659,0.92
745,   thus,r,57039,0.87
1585,   ticket,n,23902,0.92
4049,   tide,n,6698,0.96
1510,   tie,v,24408,0.97
1975,   tie,n,17787,0.97
2765,   tight,j,11641,0.95
3431,   tight,r,8980,0.91
4583,   tighten,v,5665,0.93
4152,   tightly,r,6643,0.93
4936,   tile,n,5200,0.91
4949,   till,c,5269,0.9
5000,   till,i,5079,0.92
4948,   timber,n,5150,0.92
52,   time,n,764657,0.98
3848,   timing,n,7345,0.94
1320,   tiny,j,29756,0.93
1942,   tip,n,18868,0.93
3549,   tip,v,8300,0.93
2872,   tire,v,11494,0.92
1973,   tired,j,18597,0.93
2711,   tissue,n,12342,0.92
1330,   title,n,29210,0.94
7,   to,t,6332195,0.98
9,   to,i,3856916,0.99
3035,   tobacco,n,10600,0.92
215,   today,r,183724,0.93
3389,   toe,n,9047,0.92
325,   together,r,119186,0.98
4026,   toilet,n,6939,0.93
4724,   tolerance,n,5513,0.92
4364,   tolerate,v,5871,0.97
4652,   toll,n,5587,0.93
2422,   tomato,n,14864,0.89
1341,   tomorrow,r,30098,0.91
2008,   tone,n,17954,0.95
2893,   tongue,n,11674,0.89
913,   tonight,r,47549,0.87
133,   too,r,280396,0.96
1298,   tool,n,30286,0.93
1868,   tooth,n,20515,0.9
679,   top,n,57743,0.95
961,   top,j,41484,0.94
2823,   top,i,11397,0.95
3613,   top,v,8162,0.92
1873,   topic,n,20640,0.89
2418,   toss,v,14565,0.92
1042,   total,j,38798,0.93
2380,   total,n,14559,0.93
1925,   totally,r,18720,0.95
1170,   touch,v,34737,0.92
2296,   touch,n,14939,0.95
4327,   touchdown,n,6954,0.82
1015,   tough,j,39600,0.94
1482,   tour,n,25781,0.94
4776,   tourism,n,5429,0.92
2416,   tourist,n,13895,0.96
2785,   tournament,n,12684,0.87
385,   toward,i,105984,0.94
2018,   towards,i,18305,0.93
3717,   towel,n,7978,0.91
2435,   tower,n,13948,0.95
489,   town,n,79821,0.97
4128,   toxic,j,6672,0.93
2441,   toy,n,13935,0.94
3047,   trace,v,10033,0.96
4233,   trace,n,6345,0.94
1146,   track,n,33788,0.96
2721,   track,v,11773,0.96
800,   trade,n,49696,0.94
2363,   trade,v,14624,0.94
3438,   trading,n,8787,0.93
1249,   tradition,n,32110,0.92
928,   traditional,j,43681,0.92
3741,   traditionally,r,7717,0.93
1724,   traffic,n,21296,0.95
2905,   tragedy,n,11039,0.94
4301,   tragic,j,6038,0.96
1655,   trail,n,23030,0.91
3985,   trail,v,7049,0.93
4101,   trailer,n,6713,0.93
1525,   train,v,23990,0.97
1701,   train,n,21766,0.94
4512,   trainer,n,5845,0.93
798,   training,n,49997,0.93
3773,   trait,n,7980,0.89
3851,   transaction,n,7418,0.93
2335,   transfer,v,14686,0.95
2855,   transfer,n,11830,0.9
2205,   transform,v,15815,0.94
3318,   transformation,n,9561,0.9
4917,   transit,n,5226,0.91
2232,   transition,n,16058,0.91
2753,   translate,v,11722,0.95
4335,   translation,n,6266,0.91
3701,   transmission,n,7829,0.93
4893,   transmit,v,5117,0.94
4693,   transport,v,5336,0.96
4879,   transport,n,5313,0.91
2395,   transportation,n,14516,0.93
3573,   trap,v,8030,0.96
4069,   trap,n,6694,0.95
4457,   trash,n,5811,0.95
4888,   trauma,n,5880,0.82
1085,   travel,v,35746,0.97
1932,   travel,n,18634,0.95
3831,   traveler,n,7336,0.94
4520,   tray,n,6021,0.9
4115,   treasure,n,6648,0.94
963,   treat,v,40264,0.97
746,   treatment,n,53390,0.92
2861,   treaty,n,11689,0.91
596,   tree,n,66630,0.94
2790,   tremendous,j,11678,0.94
1709,   trend,n,21894,0.93
901,   trial,n,44489,0.94
4082,   tribal,j,6995,0.9
2971,   tribe,n,10855,0.93
3093,   trick,n,10041,0.94
3704,   trigger,v,7630,0.95
4975,   trim,v,5113,0.92
964,   trip,n,40423,0.96
4690,   triumph,n,5337,0.96
1140,   troop,n,36001,0.91
4221,   tropical,j,6473,0.92
984,   trouble,n,39659,0.96
4757,   trouble,v,5177,0.97
4939,   troubled,j,4991,0.95
1244,   truck,n,31536,0.94
493,   true,j,79299,0.97
1729,   truly,r,20576,0.98
3566,   trunk,n,8400,0.92
1855,   trust,v,19482,0.95
2253,   trust,n,15170,0.96
853,   truth,n,45155,0.97
127,   try,v,294023,0.96
3521,   T-shirt,n,8386,0.94
2543,   tube,n,13364,0.93
4154,   tuck,v,6847,0.9
4372,   tumor,n,6427,0.88
3681,   tune,v,7934,0.92
3940,   tune,n,6887,0.96
3385,   tunnel,n,9024,0.93
3775,   turkey,n,7757,0.91
170,   turn,v,221392,0.94
1177,   turn,n,32944,0.96
797,   TV,n,49438,0.95
3247,   twelve,m,9638,0.92
4941,   twentieth,m,5458,0.87
2104,   twenty,m,17491,0.91
1417,   twice,r,26450,0.97
2398,   twin,n,14610,0.92
3795,   twist,v,7875,0.89
4875,   twist,n,5060,0.95
80,   two,m,511027,0.99
4612,   two-thirds,m,5558,0.95
591,   type,n,68481,0.93
1849,   typical,j,19724,0.95
2029,   typically,r,18254,0.92
3288,   ugly,j,9267,0.94
4524,   uh,u,6155,0.87
2625,   ultimate,j,12542,0.95
1787,   ultimately,r,20387,0.95
2155,   unable,j,15901,0.97
4336,   uncertain,j,5951,0.96
3763,   uncertainty,n,7671,0.92
3373,   uncle,n,9355,0.9
3674,   uncomfortable,j,7667,0.96
4482,   uncover,v,5696,0.96
226,   under,i,164766,0.98
1673,   under,r,21521,0.97
3167,   undergo,v,9826,0.93
4804,   undergraduate,n,5683,0.87
4310,   underlying,j,6340,0.91
3732,   undermine,v,7762,0.92
321,   understand,v,121354,0.97
1305,   understanding,n,31319,0.89
4077,   undertake,v,7044,0.9
3523,   unemployment,n,8471,0.93
3602,   unexpected,j,7829,0.97
4542,   unfair,j,5656,0.95
4590,   unfold,v,5420,0.97
2032,   unfortunately,r,17482,0.96
4770,   unhappy,j,5162,0.96
3069,   uniform,n,10193,0.94
1667,   union,n,22380,0.93
1739,   unique,j,21436,0.93
969,   unit,n,41087,0.94
4184,   unite,v,6391,0.95
1468,   United,j,26396,0.93
3786,   unity,n,7810,0.9
2665,   universal,j,12590,0.93
2138,   universe,n,16596,0.94
1229,   university,n,33000,0.91
2848,   unknown,j,11095,0.96
1339,   unless,c,27908,0.98
2490,   unlike,i,13248,0.97
3565,   unlike,j,8103,0.95
2710,   unlikely,j,11869,0.96
4450,   unprecedented,j,5798,0.95
271,   until,c,140819,0.96
1375,   until,i,27007,0.97
2054,   unusual,j,16997,0.97
50,   up,r,795534,0.95
456,   up,i,85759,0.95
4859,   update,v,5227,0.93
694,   upon,i,57033,0.94
1969,   upper,j,18196,0.95
3417,   upset,v,8570,0.96
4387,   upset,j,5954,0.94
4428,   upstairs,r,6271,0.88
1592,   urban,j,23889,0.92
2281,   urge,v,14894,0.96
113,   us,p,351088,0.95
92,   use,v,420781,0.96
429,   use,n,96564,0.9
1842,   used,j,19130,0.98
2043,   useful,j,18205,0.92
1827,   user,n,20681,0.91
2381,   usual,j,14305,0.95
725,   usually,r,53477,0.96
2601,   utility,n,13150,0.92
4328,   utilize,v,6607,0.87
2645,   vacation,n,12424,0.95
4212,   vaccine,n,6761,0.89
4987,   vacuum,n,5028,0.93
4758,   valid,j,5509,0.91
4593,   validity,n,6401,0.82
3182,   valley,n,9708,0.94
2628,   valuable,j,12628,0.94
500,   value,n,82942,0.92
3998,   value,v,7000,0.93
3559,   van,n,8364,0.92
3982,   vanish,v,7154,0.91
1876,   variable,n,22868,0.81
2950,   variation,n,11403,0.89
1175,   variety,n,34242,0.93
862,   various,j,46777,0.92
2391,   vary,v,14954,0.9
1979,   vast,j,17836,0.96
1948,   vegetable,n,19363,0.91
1300,   vehicle,n,29421,0.96
4680,   vendor,n,5543,0.93
3322,   venture,n,9278,0.92
4081,   verbal,j,7227,0.87
4285,   verdict,n,6529,0.89
1133,   version,n,34456,0.95
3187,   versus,i,10007,0.91
4491,   vertical,j,5950,0.91
105,   very,r,391821,0.92
1208,   very,j,31807,0.96
2963,   vessel,n,10920,0.93
2411,   veteran,n,14366,0.93
4849,   veteran,j,5312,0.92
2599,   via,i,13064,0.93
1067,   victim,n,36878,0.96
1471,   victory,n,26422,0.92
1113,   video,n,35230,0.95
486,   view,n,81338,0.96
1431,   view,v,27258,0.92
2500,   viewer,n,13479,0.94
1251,   village,n,30741,0.96
2934,   violate,v,10822,0.95
2892,   violation,n,11154,0.94
1041,   violence,n,38474,0.94
2178,   violent,j,15765,0.96
3708,   virtual,j,7776,0.93
2063,   virtually,r,17426,0.94
3391,   virtue,n,9111,0.91
2724,   virus,n,12106,0.93
2323,   visible,j,14691,0.95
1219,   vision,n,32358,0.94
908,   visit,v,42941,0.96
1474,   visit,n,25000,0.97
1710,   visitor,n,21490,0.95
2175,   visual,j,17316,0.87
2939,   vital,j,10866,0.94
3751,   vitamin,n,8245,0.86
4539,   vocal,j,5727,0.94
466,   voice,n,89379,0.9
1931,   volume,n,18989,0.93
4756,   voluntary,j,5504,0.91
2304,   volunteer,n,14958,0.95
3943,   volunteer,v,6864,0.97
1082,   vote,n,39464,0.88
1174,   vote,v,35224,0.9
1459,   voter,n,27768,0.89
4222,   voting,n,6621,0.9
2309,   vs,i,16003,0.88
2980,   vulnerable,j,10397,0.96
2610,   wage,n,13033,0.93
4234,   wagon,n,6577,0.91
4348,   waist,n,6394,0.89
401,   wait,v,102463,0.93
1778,   wake,v,21330,0.91
4037,   wake,n,6630,0.97
359,   walk,v,113787,0.92
2223,   walk,n,15632,0.94
3666,   walking,n,7847,0.94
572,   wall,n,71390,0.93
3211,   wander,v,9822,0.92
83,   want,v,514972,0.95
350,   war,n,117804,0.93
4976,   warehouse,n,5020,0.94
1363,   warm,j,28600,0.93
3630,   warm,v,7973,0.94
4803,   warmth,n,5383,0.92
1786,   warn,v,19996,0.97
2120,   warning,n,16205,0.97
3640,   warrior,n,7975,0.93
2162,   wash,v,16314,0.93
2000,   waste,n,19069,0.89
3074,   waste,v,9956,0.96
324,   watch,v,124976,0.94
2468,   watch,n,13996,0.93
227,   water,n,167666,0.96
1405,   wave,n,26844,0.96
2641,   wave,v,13567,0.87
84,   way,n,470401,0.98
4090,   way,r,6604,0.95
24,   we,p,1820935,0.94
2086,   weak,j,16628,0.97
4536,   weaken,v,5640,0.95
3516,   weakness,n,8275,0.95
2580,   wealth,n,12886,0.95
3040,   wealthy,j,10054,0.96
932,   weapon,n,43158,0.93
519,   wear,v,77921,0.94
1623,   weather,n,22586,0.95
4947,   weave,v,5015,0.94
4269,   web,n,6411,0.92
2195,   wedding,n,15829,0.94
4598,   weed,n,5642,0.93
188,   week,n,199268,0.95
1197,   weekend,n,33239,0.93
3248,   weekly,j,9297,0.95
2527,   weigh,v,13051,0.96
957,   weight,n,41919,0.93
3731,   weird,j,7709,0.93
1555,   welcome,v,25241,0.9
3680,   welcome,j,7798,0.94
1947,   welfare,n,19580,0.9
100,   well,r,411776,0.91
644,   well,i,61219,0.93
4592,   well-being,n,6005,0.88
4446,   well-known,j,5782,0.95
665,   west,n,58169,0.95
1083,   western,j,37389,0.93
2491,   wet,j,13963,0.92
4276,   whale,n,6928,0.84
34,   what,d,1181023,0.94
777,   whatever,d,50200,0.96
4530,   wheat,n,5730,0.94
2012,   wheel,n,18296,0.93
4660,   wheelchair,n,5670,0.91
57,   when,c,678626,0.98
136,   when,r,268219,0.97
2334,   whenever,r,14484,0.96
169,   where,c,213744,0.98
190,   where,r,194427,0.96
2755,   whereas,c,12668,0.88
3746,   wherever,r,7382,0.97
322,   whether,c,121921,0.96
58,   which,d,685982,0.96
153,   while,c,234555,0.97
1327,   while,n,29579,0.93
4296,   whip,v,6255,0.93
2467,   whisper,v,15383,0.84
302,   white,j,126760,0.96
2740,   white,n,11815,0.95
38,   who,p,1018283,0.97
4283,   whoever,p,6250,0.93
468,   whole,j,83756,0.96
2243,   whole,n,15558,0.94
1021,   whom,p,37950,0.97
528,   whose,d,74914,0.96
158,   why,r,235442,0.95
944,   wide,j,41233,0.96
2194,   widely,r,16000,0.93
3310,   widespread,j,9319,0.93
4743,   widow,n,5309,0.95
467,   wife,n,83601,0.96
1299,   wild,j,29473,0.96
3756,   wilderness,n,7916,0.9
3896,   wildlife,n,7361,0.91
48,   will,v,824568,0.97
1506,   will,n,24351,0.98
1281,   willing,j,29635,0.97
4224,   willingness,n,6461,0.92
362,   win,v,111478,0.93
3361,   win,n,9584,0.88
1096,   wind,n,36478,0.94
2686,   wind,v,12054,0.96
608,   window,n,68303,0.9
1456,   wine,n,26682,0.92
1904,   wing,n,19028,0.95
1930,   winner,n,19216,0.92
1250,   winter,n,31227,0.95
2737,   wipe,v,12435,0.91
2392,   wire,n,14310,0.95
2978,   wisdom,n,10561,0.95
3262,   wise,j,9101,0.97
1059,   wish,v,37532,0.95
3612,   wish,n,7789,0.97
16,   with,i,2683014,0.99
2810,   withdraw,v,11352,0.96
4172,   withdrawal,n,6624,0.92
353,   within,i,114599,0.93
4900,   within,r,5085,0.94
219,   without,i,172448,0.98
1985,   witness,n,18920,0.91
3000,   witness,v,10178,0.97
4192,   wolf,n,6718,0.9
111,   woman,n,341422,0.98
791,   wonder,v,50875,0.93
2657,   wonder,n,12265,0.96
1412,   wonderful,j,27494,0.93
1242,   wood,n,31801,0.93
2535,   wooden,j,13518,0.92
245,   word,n,152891,0.97
117,   work,v,318210,0.98
199,   work,n,187533,0.97
574,   worker,n,69962,0.94
2843,   working,j,11200,0.96
4452,   workout,n,6414,0.86
4325,   workplace,n,6186,0.93
1646,   works,n,22722,0.93
3157,   workshop,n,9926,0.93
123,   world,n,303506,0.97
4505,   worldwide,r,5781,0.94
4899,   worldwide,j,5089,0.94
3289,   worried,j,9215,0.94
973,   worry,v,40210,0.96
3967,   worry,n,6811,0.96
1360,   worth,i,27687,0.97
2841,   worth,n,11237,0.95
41,   would,v,925515,0.97
3230,   wound,n,9404,0.95
4564,   wound,v,5660,0.94
3811,   wow,u,8016,0.87
2107,   wrap,v,17073,0.93
3658,   wrist,n,8250,0.9
229,   write,v,161824,0.98
983,   writer,n,39666,0.96
1537,   writing,n,24995,0.92
3614,   written,j,8371,0.9
656,   wrong,j,58988,0.95
3901,   wrong,r,7038,0.95
1039,   yard,n,39253,0.93
430,   yeah,u,103389,0.84
54,   year,n,769254,0.96
2651,   yell,v,13131,0.9
1675,   yellow,j,22452,0.93
259,   yes,u,157364,0.89
1514,   yesterday,r,26215,0.9
276,   yet,r,135484,0.98
2675,   yield,v,12634,0.92
4808,   yield,n,5648,0.87
14,   you,p,3081151,0.92
235,   young,j,160011,0.98
4852,   youngster,n,5184,0.94
69,   your,a,659622,0.94
3183,   yours,p,10004,0.91
919,   yourself,p,43401,0.94
1404,   youth,n,27755,0.93
1777,   zone,n,20472,0.95
